Erreferentz,color_1_walk,color_1_bike
6767277,12,3
6667153,10,17
6667154,2,20
6667155,3,7
6667156,6,11
6667169,9,16
6767292,16,7
6667136,6,5
6767097,6,17
6767091,21,9
6767175,17,24
6767174,23,24
6767173,6,8
6667166,14,11
6667167,15,11
6667168,18,21
6667191,20,3
6667071,12,12
6667036,2,11
6667034,7,4
6667033,7,0
6667041,11,22
6667030,0,6
6667029,18,18
6667055,18,15
6667057,23,23
6667043,19,10
6667044,9,13
6667045,6,10
6667046,11,5
6667047,7,17
6767204,15,9
6767162,6,9
6767163,2,20
6767070,0,2
6767059,2,4
6767024,11,14
6767023,3,5
6767021,2,8
6767027,6,2
6767036,15,21
6767045,15,19
6767034,6,12
6767058,17,19
6767171,2,10
6767071,21,2
6767072,7,18
6767074,13,13
6767061,22,2
6767025,16,15
6667158,17,14
6667148,14,18
6667160,19,12
6667161,7,6
6767018,8,17
6767029,1,9
6767030,18,6
6767031,0,24
6767032,18,2
6767033,14,17
6767066,6,15
6767065,23,21
6767062,6,12
6767046,7,24
6667072,13,20
6667060,19,2
6667070,10,8
6667080,19,11
6667068,19,18
6667067,16,24
6667066,9,15
6667082,18,9
6667101,18,22
6667056,9,15
6667268,10,2
6667035,5,22
6667219,1,11
6667233,1,19
6667213,19,18
6667281,24,15
6667302,8,13
6767270,9,11
6767252,16,7
6767246,8,17
6667248,19,14
6767028,0,18
6767153,21,11
6767176,2,19
6667198,0,1
6767298,11,20
6767157,17,18
6767156,24,14
6767155,17,22
6767154,7,0
6767144,2,23
6767044,16,6
6767152,6,2
6767201,21,14
6767200,1,8
6767199,23,0
6767198,9,14
6767197,6,13
6767196,14,13
6767170,8,9
6767187,10,22
6767211,21,13
5095160,16,3
7777032,16,8
4894006,22,1
5094001,18,19
7575003,23,5
5071029,9,10
5073013,24,16
5071062,20,16
5071049,12,16
5071060,9,1
5071100,2,20
5071091,23,6
5071098,14,22
5071097,3,12
5071096,0,8
5071094,5,21
5072093,7,1
5273001,12,11
5172005,5,18
5073012,24,13
5171020,1,2
5070002,18,14
5073009,2,24
5072060,2,1
5071070,18,0
5071072,24,19
5071074,20,6
5071075,1,7
5071046,14,15
5071095,2,12
5072081,2,7
5174001,15,24
5071027,21,16
5272001,15,11
5072097,7,6
5071099,5,4
5072072,16,19
5072099,7,18
5072120,9,4
5072041,3,5
5072049,16,13
4989110,16,10
6667059,19,0
9193008,9,21
4168410,14,11
4168252,16,3
9294063,0,15
9294064,7,24
5061002,3,20
7478084,16,7
7478085,3,0
7478088,0,3
5769050,11,8
6987014,18,11
7091033,16,14
7091028,8,10
7091020,0,19
7091007,22,3
6987051,23,8
7091036,22,4
7189019,18,6
7092003,14,17
7090001,11,2
7093002,19,15
6987083,4,16
7189020,3,6
7091002,21,14
6987074,21,15
6987075,14,17
6987120,11,17
6987007,4,12
6987023,13,15
6987003,0,22
7091003,21,0
7091015,21,8
7191042,20,18
6987109,1,14
6987018,9,0
7091027,19,9
6888011,9,21
6588016,7,16
6588017,19,21
6588015,2,2
6588019,12,10
6588020,13,5
6588018,1,14
6588010,5,0
6587003,19,22
6685001,18,2
6985002,22,19
7089007,18,6
6591004,2,5
6591007,11,8
6990003,23,14
7088005,12,15
7390001,0,8
7288007,19,15
7088002,7,9
7087012,8,19
6588011,2,7
6688002,6,0
6988005,18,21
7186003,9,5
6489002,5,15
6987053,0,7
6987017,1,20
6987002,15,18
7191010,6,16
7091025,1,3
7187027,10,9
6987034,13,12
4785158,21,7
7067005,5,4
7066001,23,11
7176008,21,1
7175023,2,20
7075011,6,6
6976001,12,8
7276003,4,18
7175008,6,14
7175012,19,5
7172006,8,17
7874004,18,14
7974043,23,22
7975001,8,23
7974042,14,20
8173001,5,9
7974036,19,1
7874005,24,8
7874003,5,15
7367006,7,2
7365008,21,24
7365006,23,19
7365001,2,5
7367005,16,14
7367010,19,23
8697042,6,19
8797189,17,14
8797190,6,9
6968014,11,3
6968010,6,16
5364024,1,14
5364006,24,16
5466121,8,1
5367060,13,6
5367059,23,1
5367096,12,8
5367094,11,6
5367093,6,3
5367064,20,5
5367052,3,10
5367010,19,18
5467127,12,24
5364032,8,7
5467125,8,7
5467364,3,18
4988023,13,10
4988039,15,3
8071003,6,13
8071002,24,7
8290137,15,3
5193032,7,0
5288003,17,6
7270026,10,3
7271017,20,9
7269003,18,5
7269002,13,24
7270013,3,3
7270047,23,5
7083016,1,2
7482085,13,10
7382061,18,14
7382120,23,7
7179001,5,19
7280007,15,8
7281004,15,3
7280026,10,9
7279001,18,13
7181001,10,24
7481010,7,19
7380011,14,3
7280028,14,10
7069008,5,8
7068004,4,12
6764001,16,11
6764005,20,23
8592113,13,7
8592114,9,15
8592191,5,15
8592198,20,16
8591007,5,13
8591039,17,4
8592233,22,13
8591040,8,15
8692015,1,1
8592002,2,7
8592039,12,8
8592006,20,16
8591032,21,14
8591035,6,14
8492046,7,7
8592246,8,12
8592249,11,1
8591017,15,21
8591019,14,11
8591037,17,19
8592204,19,10
8592042,20,7
8593031,14,9
8593030,5,17
8692022,10,14
8692023,9,13
8692024,5,23
8893007,21,0
8892015,15,23
8892013,5,5
8692027,6,7
8692016,1,15
8692019,16,15
8592032,4,8
8591008,9,14
8691014,14,8
8691017,9,17
8592050,19,17
8592048,13,5
8592144,8,4
8592142,0,5
8592188,23,18
8592151,8,9
8592159,21,19
8592163,17,23
8592215,2,15
8592211,11,22
8592224,13,21
8592076,4,19
8592089,20,13
8592090,10,11
8592055,13,11
8592056,21,16
8592009,5,21
8592023,19,18
8592070,2,5
8593042,4,5
8593043,9,19
8593044,14,10
8593045,0,16
8593046,14,15
8593047,18,24
8593071,2,11
8593057,16,3
8593083,16,6
8593082,4,1
8592073,11,24
8592074,22,7
8592100,15,11
8592134,0,17
8592097,13,6
8592124,15,15
8592125,22,16
8492061,12,10
8693028,7,17
8693023,10,13
8593078,22,7
8592066,21,6
8592020,18,19
8593058,8,11
8593074,20,5
8593050,23,18
8593051,21,13
8593052,23,10
8593054,19,13
8592078,20,22
8592080,19,17
8691001,15,14
8591009,7,13
8690010,14,14
8591011,4,2
8692011,23,12
8592170,0,20
8594011,17,20
8594005,12,19
8594001,21,17
8492057,12,10
8592182,4,18
8691003,10,23
8591012,7,3
8592187,2,3
8592185,19,1
8592004,11,17
8592049,20,20
8592164,20,14
8692030,12,20
8693039,5,21
8693034,7,2
8591055,0,9
8594008,1,12
8594007,5,10
8592027,13,2
8592148,1,15
8592232,11,12
8592168,17,9
8592264,20,2
8591026,15,17
8491001,13,0
8492045,20,16
8492025,15,13
8491002,18,22
8491014,3,1
8591004,4,23
8593061,20,2
8593065,3,0
8492010,1,3
8491004,8,5
8491011,9,13
8592086,6,22
8592064,20,14
6876048,10,23
7784116,16,20
8897062,6,17
8897063,10,13
8897064,6,8
8897065,11,23
8897066,20,21
8897049,2,12
8797219,0,19
8797089,12,10
8797078,7,5
8897076,3,8
8797084,17,6
8797080,19,21
8797088,0,20
8797148,8,3
8797008,20,24
8797007,21,10
8797006,19,4
8897103,23,7
8797199,21,3
8797133,12,14
6869012,8,20
6868027,0,18
6869034,15,23
6869004,2,15
6868064,12,5
6869039,9,23
6768033,24,0
6768038,14,2
6868061,3,19
6668005,3,19
6768039,5,7
6768067,12,18
6868030,13,2
5571076,21,7
5572009,12,17
5671074,23,20
5671093,0,13
5570153,23,13
8592236,9,5
4772012,3,4
7092098,16,18
7092106,14,14
7267018,24,8
7268009,22,20
7481008,18,24
8996147,1,2
8794001,0,10
9095041,6,21
8892031,19,17
8993001,10,10
8992006,14,0
9092009,8,18
9091001,14,13
9091002,22,11
9090004,17,24
9090003,22,17
9090002,22,16
9185001,6,11
9091004,10,9
8991005,14,14
8991002,8,16
8991001,3,17
8990008,0,23
9190002,0,19
9092005,19,9
8992001,21,12
9092001,16,13
9092003,6,0
9095034,22,13
9095031,22,13
9095030,16,20
8993028,23,22
9095048,9,0
9095046,21,7
9095045,16,10
9095043,16,12
9095042,12,9
9096018,10,23
9096008,16,18
9096016,1,1
9096014,21,3
7775015,23,15
8693042,2,19
8694021,3,9
8691006,0,1
7574010,7,0
7673004,8,11
7675007,6,18
7775010,6,18
7775029,12,10
7775039,17,12
7775001,19,20
7775011,3,8
7775017,14,21
7775032,21,1
7574009,5,9
7774001,19,0
8396450,7,1
5174002,21,2
8392023,10,4
8590004,20,22
8290063,20,22
8391267,23,6
8489008,17,22
8291019,6,21
8490046,8,5
8786009,10,15
8389055,14,15
8490010,13,19
8490038,6,9
8291054,9,13
8391051,10,17
8291169,19,20
8588002,18,12
8588003,22,2
8588004,21,21
8588001,23,18
8490047,17,13
8688008,5,4
8492096,6,5
8490001,8,16
8690014,12,19
8292034,3,23
8292045,1,19
7580014,13,6
7573016,2,12
7472029,20,19
7373025,5,17
7573014,2,14
7473022,11,7
6792241,11,4
6691022,5,19
6690010,10,4
6691012,7,10
6491007,7,0
6893022,20,10
6892078,13,4
6490010,20,8
6892069,13,17
6789003,12,18
6790005,23,7
6691016,20,18
6793241,19,23
6081047,0,0
6080154,15,0
5981075,4,2
5981473,17,15
9999254,22,8
9999054,0,0
4263013,8,1
4263009,2,22
4268313,22,2
6964019,1,10
6966005,8,1
6965048,23,4
6867012,0,21
6866012,4,1
6866030,21,3
6964024,7,13
6964006,15,11
6964028,15,23
7064008,12,3
7064018,15,6
6865001,4,2
7164015,14,21
6964012,1,21
6068009,20,23
5769042,15,0
5770010,14,1
4785042,18,24
8995034,1,19
9090001,2,9
7885047,23,14
8085024,2,13
8085014,23,22
9899241,20,7
7083017,11,24
4778001,10,11
4578001,16,21
4677006,10,6
4376015,19,2
4577001,3,2
4776001,17,17
5177010,1,8
4776011,4,0
4476013,5,18
4874019,14,2
4576006,8,1
4576008,12,19
4877002,10,7
4877003,2,8
4873004,0,16
4774028,2,10
4873009,5,20
4873010,18,19
4476002,9,0
4775037,24,12
4675061,13,6
4475003,3,22
4576015,1,24
4875001,1,15
4576010,17,8
4772028,16,16
4474012,10,16
4674012,21,21
4573009,4,20
4373047,1,18
4373049,0,6
4773080,18,18
4773090,6,10
4172003,9,13
4372001,22,21
4671003,3,0
4873025,4,5
4474011,7,4
4670002,3,23
4670003,24,11
4469002,19,18
4675062,16,9
4774299,15,22
4774266,1,20
4774265,20,5
4774264,2,7
4172004,14,10
4672003,5,17
4772027,1,11
4773071,22,12
4675032,1,10
4373007,5,3
4774410,21,24
4373030,3,9
4773028,7,11
4974013,13,13
4873015,2,1
4672056,17,11
4673001,4,21
4773103,16,8
4773098,17,5
4873014,17,19
4174006,7,21
4174007,18,9
4174008,11,12
4872003,8,24
4872004,16,17
4671023,22,2
4571002,0,0
4272003,23,1
5177005,21,10
4876002,1,8
4974015,5,22
4575016,11,11
6779078,0,11
6779042,4,14
6762104,11,2
9298005,13,12
9297017,21,2
9298026,23,19
8997107,1,4
9197054,14,9
8997060,19,22
9298009,10,6
8997019,10,10
8997069,23,10
8997235,15,19
8997293,18,7
9297021,14,6
9297015,17,3
9298025,23,13
9098004,16,22
8997204,16,1
8997242,4,6
8997017,7,12
8997015,22,10
9297009,20,2
9297014,22,18
8997071,10,13
8997072,8,24
8997292,11,1
8896397,15,9
8896238,9,11
8896054,16,24
8896056,9,4
8896057,17,22
8896034,20,15
8896035,5,3
8896036,19,7
8896037,14,20
6290011,2,21
7372038,14,2
7272010,17,22
7272001,7,0
7372189,11,8
7471008,11,9
7471009,20,16
7570001,21,4
7570002,17,16
7272003,24,18
7371003,1,20
7571001,18,24
7470001,16,6
8797062,10,7
8796324,8,24
8796325,7,10
3762049,3,24
3761002,5,9
3561002,3,9
3361011,19,19
3461002,12,14
3862135,18,1
3861010,6,4
3963028,10,24
3961003,19,24
3461006,21,22
3560008,1,15
3964012,2,18
3964013,1,0
3864011,2,2
3861005,10,20
3861007,2,16
3861004,7,13
3861009,7,12
3662005,5,1
3562001,3,3
3561012,21,0
3561010,8,19
3561008,1,24
3561001,6,15
3561003,12,17
3660002,13,24
3560003,0,16
3960001,13,23
4063015,23,24
3765002,12,1
3461005,16,3
4062011,12,20
3865016,3,3
3561016,18,6
3963018,10,13
3964015,23,11
3866003,6,0
3865012,18,2
3961002,24,9
3962013,14,23
3962011,1,13
3962010,8,14
3861011,21,7
3662032,20,2
3662031,16,0
3762029,5,17
3762038,24,22
3762034,16,20
7583008,11,23
7583011,1,17
7583022,7,21
7682045,21,14
7682073,24,14
7682072,13,7
7682071,10,1
7682100,14,10
7682075,5,4
7682089,23,19
7682086,21,15
7682085,12,10
7682084,7,11
7682083,17,5
7682082,1,9
7682079,21,17
7682078,23,0
7682077,5,6
7682118,19,24
7682088,5,15
7682122,6,0
7682121,16,11
7682105,6,9
7682119,6,7
7682134,18,12
7682117,3,12
7682116,23,24
7682115,2,20
7682114,16,3
7583048,16,13
7583036,22,7
7583029,10,7
7583050,22,20
7583055,9,20
7583054,19,4
7583045,8,3
7682111,0,7
7683018,9,0
7683022,18,13
7683025,14,5
7682147,6,8
7682109,20,5
7682108,0,19
7682107,5,12
7682106,9,7
7682150,6,16
7682145,11,1
7683061,18,1
7683020,20,10
7682019,7,23
7682010,5,13
7682002,4,11
7682062,23,17
7682063,9,4
7682065,23,0
7682056,2,8
7682069,16,10
7682070,16,8
7582020,22,4
7582027,6,18
7582017,1,11
7682051,8,12
7287001,19,15
7687001,3,9
7386002,3,1
7484001,12,15
7484004,5,9
7483005,11,24
7483006,24,8
7483007,21,11
7483008,7,0
7483009,17,12
7483011,24,6
7484009,22,11
7584014,3,4
7584005,17,13
7584008,4,21
7584002,12,0
7583032,8,14
7583030,18,19
7683040,12,11
7583058,4,18
7583057,9,9
7583025,24,1
7583013,21,7
7583015,8,17
7583017,22,17
7583019,2,19
7583020,18,20
7682095,8,0
7682101,22,2
7682102,19,17
7583026,10,18
7683050,3,10
7683046,10,8
7582035,24,1
7682165,7,19
7582033,4,22
7483019,5,12
7682178,24,15
7682154,14,3
7582018,21,10
7583027,6,21
7583065,19,23
7682050,5,4
7683026,10,14
7683054,15,10
7683039,9,10
7682046,4,9
7683072,16,15
7682139,2,15
7583033,14,23
7682098,0,11
7486001,17,17
7682076,20,0
7682144,2,21
7584016,6,0
7582016,1,1
7582023,7,13
7583074,6,1
7583049,14,24
7583047,22,12
7583066,15,1
7583044,13,3
7683019,16,23
7682011,16,20
7483012,3,1
7183001,18,10
7185004,14,23
6666092,2,0
7986073,0,23
7986072,1,13
9395040,1,12
9395036,21,9
9395037,5,23
9194144,10,19
9494016,0,6
9494024,10,9
9194183,5,6
9595005,20,5
9095074,3,11
9595002,3,14
9294332,15,13
9395028,17,18
9094009,14,13
9295061,21,5
9396036,19,19
9295051,23,2
9395001,20,6
9094106,11,11
9495016,4,4
9296016,11,14
9394087,8,17
9294104,15,20
9194093,12,0
9496004,23,16
9296020,24,23
9394056,14,7
9396038,21,9
9095112,1,1
9094018,11,5
9294168,1,6
9194127,17,10
9194134,24,7
9294242,13,15
9395018,18,16
9294266,21,22
9294267,14,5
9294124,13,15
9094105,22,14
9196035,17,7
9196027,3,16
9295012,2,20
9395025,19,0
9395003,6,10
9398029,21,2
6876087,2,20
6877006,3,21
6876094,12,24
6875010,6,20
6876019,23,5
6876073,21,17
6777009,17,18
6978001,3,4
6877038,10,16
6877037,3,3
6876011,16,0
6876029,22,9
6777029,23,15
6775005,1,8
9298004,17,0
9098006,6,15
9298023,20,24
9298003,6,1
9097005,7,21
4064211,10,23
4065017,12,7
3965008,9,0
4365001,13,5
4263011,9,19
4164012,9,15
4063013,14,23
4463001,18,15
3965005,20,7
4065101,0,12
4163001,24,2
4264007,12,8
5095105,9,22
4593003,10,12
4593002,11,22
4994015,9,13
5095045,10,5
5091005,14,6
5092002,13,14
4593004,14,6
4995321,8,20
4796014,24,2
4995148,1,2
5095009,14,4
4994013,0,0
4894007,11,23
4893005,23,5
4896003,18,11
4594002,0,5
5092001,5,23
4995323,18,17
4894009,11,14
4894004,21,19
5094009,8,12
5759009,24,9
5759004,4,24
5658005,6,3
5757010,14,23
5758125,24,7
5957001,22,12
5758142,23,7
9394057,5,16
9094053,21,0
9093022,10,8
9293041,12,16
9493031,4,8
9294430,6,15
9294431,1,2
9294213,4,18
9393038,16,11
9393028,3,13
9394049,22,13
9193052,0,8
9093014,23,16
9193041,16,0
9791003,21,22
9591005,18,1
9490001,1,10
9293018,3,21
9293061,14,19
7383108,22,2
4995124,0,13
5763001,19,1
5863004,21,18
6063025,19,11
5864001,3,21
5864003,13,14
5864004,0,15
5864005,15,1
5864008,11,4
5864010,21,0
5863001,15,24
5963049,12,18
5963033,14,6
5963032,21,2
6063004,6,14
6063002,6,21
6063003,2,1
5964008,0,2
5964009,16,12
5964010,13,17
5864011,23,4
5865001,14,0
5963067,10,22
5963065,9,11
6394020,4,8
6593016,6,15
6395028,12,9
6194001,9,16
6493002,22,8
6593007,15,11
6492003,20,4
6494118,23,10
6494075,10,5
6494094,22,0
6494102,16,23
6494100,15,12
6395005,18,16
6593015,1,24
6494124,13,23
6492005,14,21
6494044,6,23
6495025,0,9
6394001,5,3
6394007,19,12
6395011,1,4
6395023,17,23
6395010,24,16
6394008,4,7
6294011,24,12
6294005,12,7
6294004,7,9
6294003,0,8
6295012,12,17
6295004,15,5
6294021,14,17
6494011,5,5
6494105,2,13
6494103,6,4
6494110,22,13
6494099,14,2
6494098,20,23
6495118,18,8
6495119,9,4
6495120,14,1
6495151,9,19
6495004,15,10
6495002,1,9
6495012,4,6
6495089,3,15
6295001,17,22
6494097,22,21
6494133,20,16
6494055,20,5
6294016,19,17
6294008,18,10
6494015,16,18
6495084,12,23
6495064,8,7
6492006,20,21
6491005,17,7
6294020,1,10
6495078,20,22
6495080,4,11
6495081,24,8
6495071,17,17
6495077,2,6
6494004,4,24
6493004,9,15
6494087,11,20
6494085,19,5
6295005,3,12
6495014,20,1
6494032,15,24
9694002,8,14
9592011,16,4
9195107,8,5
9493025,1,13
9094042,5,3
9094043,12,3
9791001,24,7
9292009,3,9
9294126,22,2
9295034,22,14
9292008,18,4
5680149,16,8
7392003,21,11
7292038,6,13
7391001,19,10
7292023,11,20
7192109,22,3
7392006,21,12
7292033,14,15
7092078,14,11
7092185,6,8
7393004,10,13
7292022,22,22
7392002,9,20
7192123,22,21
7293001,16,2
7092188,4,3
7092090,22,8
8593012,6,16
8593011,20,0
9197040,1,9
6080220,7,21
4178001,10,20
4178003,23,17
4175004,1,15
4176103,17,24
4376005,16,18
4781023,3,4
4880005,5,3
4781014,17,5
4681004,13,23
4681009,21,6
4780222,10,12
4582031,19,13
4880045,11,5
4780287,3,7
4880009,10,12
4682004,1,8
4582034,12,16
4781019,0,6
4782002,8,1
9298042,13,23
9197042,0,10
4887001,15,11
4984009,11,4
4784093,20,20
4784091,12,2
4784090,17,19
4686005,24,24
4485003,10,16
4785224,8,10
4785225,1,7
4984002,15,3
4784033,4,0
4684009,2,21
4587007,14,16
4884016,19,1
4884027,3,9
4984001,18,7
4983006,10,5
4984008,1,22
4885021,2,2
4885043,6,15
4985004,5,9
4886044,6,7
5084001,16,10
4683003,24,12
4983003,16,11
4983001,12,10
4886062,24,21
5183009,20,4
5962054,10,24
5962074,20,22
5963068,17,0
5962077,6,3
5778015,7,8
5981538,6,7
6080031,23,10
6181001,17,16
6080044,15,7
5880035,8,4
5780011,19,6
6080047,8,22
5982059,7,21
5982057,15,6
5981419,11,11
5981418,16,5
5981417,12,2
5981406,21,12
5881030,9,10
5880036,8,5
5880017,17,6
5880025,14,8
5880015,3,23
6180014,9,14
6379004,8,1
6177008,22,7
5980082,0,17
5992053,18,4
5890016,2,1
6289060,22,9
6086011,1,21
5989014,23,6
5788003,19,2
5891016,24,5
5891032,18,13
5989036,0,24
6087089,0,8
6089056,24,5
5986001,19,14
5790006,14,17
5790004,4,11
5789002,1,4
5986003,5,6
5888001,5,20
6387020,10,19
5889002,21,0
6386011,2,17
5891030,24,21
5789003,10,12
6085020,21,20
6486001,17,12
5790002,0,21
6187009,3,19
6087035,5,18
5891021,24,2
7977040,1,20
7977032,19,14
7977022,8,3
9999247,19,14
5986009,20,22
7872102,10,4
5486006,3,0
5392011,19,18
5687001,5,3
5791003,10,21
7782046,16,11
7782216,17,2
7877029,15,24
7676008,19,21
7676006,11,5
7676002,17,10
7877018,4,2
7877007,18,24
7877017,6,22
7877015,13,14
7877014,0,13
7877013,1,3
7877012,16,9
7877011,1,11
7877010,21,18
7877009,19,20
7877008,22,10
7877031,14,20
7877042,12,2
7877041,23,3
7877040,20,9
7877039,11,7
7877038,19,15
7777003,10,21
7877037,9,4
7776041,2,24
7776014,24,17
7676010,10,8
7877030,15,7
7676004,1,4
7877020,0,10
7877034,11,19
7877044,1,14
7876004,11,17
5480007,20,20
5581028,14,3
5581029,8,8
5681192,22,0
5580083,24,9
5484002,7,23
5284002,24,2
5578008,3,5
5582001,0,12
5580107,19,14
5384011,6,24
5781014,6,8
5580006,11,14
5580138,9,0
5580104,15,14
5580101,24,11
5580080,20,7
5580082,19,17
5680217,20,18
5780008,12,8
5680123,13,9
5381001,23,11
5486002,11,11
5580013,13,4
5781008,18,9
8594006,5,0
9193003,7,9
6991020,7,7
9999240,10,7
5480041,1,13
5681088,8,5
5581034,2,10
5778002,24,5
5376003,2,10
5283004,20,10
5484005,4,2
5579007,0,20
7092026,2,10
7092186,15,7
8286011,14,21
8387004,20,15
8285006,24,19
8286012,4,3
8387011,6,7
8289147,1,2
8289145,0,12
8189003,19,3
8190005,18,17
8189010,20,8
8288092,23,18
8288045,0,5
8189020,0,15
8387005,9,0
8686001,22,4
8186010,15,10
8287019,20,23
8288065,16,6
8189075,16,24
8388013,8,17
8189008,14,6
8189009,5,10
8290011,4,13
8189021,2,1
8190004,12,17
8190001,15,14
8190006,23,10
8288082,19,4
8188122,17,17
8188124,4,16
8188100,10,12
8188007,15,10
8188002,5,24
8188033,10,12
8289155,23,3
8188003,13,17
8188004,0,23
8189060,19,4
8189058,0,14
8289083,22,20
8289150,18,2
8289143,18,5
8289142,2,14
8290010,18,22
8290008,13,2
8289151,5,24
8289140,6,19
8289181,11,10
8289154,14,20
8289182,9,15
5670115,18,14
5670114,19,6
5670032,2,23
5671132,1,21
5671133,23,16
5671134,21,10
5670123,16,8
7466108,23,11
7566016,9,20
7566025,5,12
7465003,21,22
7466090,22,12
7466094,19,20
7566005,24,24
7468009,18,10
7467058,12,17
7467062,22,8
7466096,0,3
7566023,16,10
7566020,17,19
7469004,0,8
7566006,6,15
7468021,2,17
7568005,1,22
7468012,10,16
7469011,7,16
7469012,19,7
7468010,18,12
7468015,11,10
7468014,14,19
7467061,1,9
7466016,10,17
7466025,9,15
7466026,23,13
7466010,16,3
7466063,13,22
7466050,19,21
7466060,23,9
7466057,17,16
7469001,16,8
7469002,2,0
7468018,14,22
7366017,16,10
7466101,10,22
7466099,20,13
7566001,11,6
7466097,0,15
7466077,9,24
7466066,6,22
7466070,3,5
7466072,23,14
7466073,7,19
7466098,23,4
7467057,24,16
7667006,4,9
7466065,4,9
7467051,4,14
7566028,22,3
7566029,8,3
7566032,5,15
7466104,10,16
7468028,2,20
7469013,20,22
7466013,19,5
7466087,19,2
7467038,1,4
7467043,9,9
7466003,5,6
7466006,16,5
7467055,6,11
7467053,19,14
7467064,17,11
7467018,22,13
7467060,24,1
7467014,16,9
7466034,9,20
7466035,4,10
7467041,5,20
7466042,10,15
7467013,3,1
7467010,12,15
7467008,8,21
7466105,2,14
7466106,11,12
6760004,10,17
6762023,21,21
6760002,24,3
6759001,19,21
6660049,3,2
6758003,10,0
6758002,17,20
6957007,18,5
6957006,5,17
6957011,13,3
6957018,8,18
6957010,12,1
6762034,0,7
6659001,7,4
6856001,16,24
6757033,21,17
6757035,3,13
6757004,20,7
6757037,20,0
6761022,3,16
6762071,9,7
6762006,9,19
6762078,12,16
6860003,15,20
6558003,7,20
6758004,20,7
6560001,17,19
6659003,22,18
6659002,4,16
6757018,10,19
6757016,1,9
6757014,10,11
6757013,9,8
6757011,18,4
6758001,2,18
6756001,8,3
6857004,2,14
6857005,3,18
6558005,4,22
6458001,4,7
6459002,16,17
6658041,23,10
6660047,20,13
6759003,24,22
6860001,24,18
6960001,20,0
6761017,16,2
6858004,5,21
6758006,4,4
6757012,15,18
6757021,17,14
6660001,4,19
6956001,14,12
6660002,6,11
6659014,15,1
6761012,7,21
6861002,6,14
6861003,16,21
6762060,3,10
6761008,3,6
7681061,24,12
7781070,14,0
7781101,13,16
7781039,4,22
7682169,17,7
7781042,22,21
7883008,8,23
7782153,1,7
7881004,22,23
7981001,18,24
7883007,5,8
7782120,23,21
7681058,16,12
4885105,5,6
4068023,0,16
4068103,14,4
7372047,14,18
9394070,22,14
6387034,12,14
6089064,6,14
6089063,16,22
6089062,23,0
6089060,7,10
6089028,7,22
6089066,24,5
6089051,21,7
6089029,21,9
7986202,22,7
9493055,10,9
7884107,2,15
8793004,9,11
4887013,11,15
4585010,8,18
4585008,11,10
4784049,22,17
4784058,19,19
4784047,0,16
4784046,5,4
4784012,7,16
4784051,16,23
4784041,8,22
4887021,15,5
4887008,10,15
4887018,3,2
4785031,7,6
4585005,23,17
5083011,23,15
4887006,0,16
6992004,18,11
6777024,19,5
7382185,2,16
7382062,6,10
5871005,5,5
6068012,22,12
8996009,7,4
8995129,8,7
8895063,21,17
8996013,4,23
8995100,1,20
8896163,14,10
8995003,21,17
8995002,3,22
8995115,22,5
8896164,6,4
8995174,13,7
8896165,5,11
8995170,7,4
8896166,19,22
8995163,24,15
8896167,16,7
8896168,11,21
8995152,23,16
8995192,10,2
8995194,21,17
8896169,4,4
8995190,6,4
8995198,7,20
8995189,19,18
8896171,19,22
8995188,16,23
8896172,0,14
8995187,11,21
8896186,11,5
8995186,10,4
8995185,19,18
8896174,4,18
8995176,17,9
8896179,12,7
8995183,9,14
8896181,1,4
8995193,20,2
8995182,21,20
8995181,23,8
8995180,12,3
8995179,18,15
8995178,16,11
8995177,2,18
8995154,15,2
8994018,17,6
8995096,9,20
8995120,24,12
8995119,24,1
8995118,17,13
8995117,4,3
8894014,6,7
8995069,15,23
8894011,9,13
8894001,6,8
8995067,11,0
8995112,12,5
8995111,2,4
8893025,7,9
8995110,14,18
8995095,13,4
8995121,23,22
8995106,3,8
8995105,15,8
8995104,22,16
8995102,22,8
8995143,0,21
8995055,0,18
8995083,16,24
8995142,22,6
8995009,0,23
8995092,1,21
8995091,21,19
8995038,16,12
8995039,24,15
8995045,13,10
8995046,13,23
8995047,6,19
9095044,8,19
8995049,14,2
8995050,21,2
8995051,20,23
8995052,23,24
8995024,3,5
8995022,1,11
8995042,5,5
8995016,19,8
8995017,22,9
8995018,23,9
8995019,12,5
8995020,22,21
8995021,9,2
8995033,5,10
8995023,5,9
8995014,21,21
8995028,19,23
8995029,2,14
8995032,8,9
8995093,12,10
8996363,17,4
8996364,5,15
8996365,3,18
8996366,3,21
8996367,8,4
8996345,0,20
8995128,6,22
9096005,15,9
9096015,4,0
9096007,7,4
9096001,17,9
9096017,24,23
9096026,13,2
9096025,9,18
8996370,0,21
8996338,18,0
9096024,10,18
8996361,19,17
8996386,10,20
8996001,15,9
8996387,20,11
8996008,19,22
8996388,5,14
9096023,0,12
8996389,13,0
9096022,9,20
8996390,2,4
8996400,8,22
9096021,13,7
8996392,13,16
9096020,17,22
9096019,16,20
8996394,6,1
8996395,4,14
8996396,19,3
8996397,12,14
8996398,1,20
8996375,9,21
8996391,21,12
8996373,22,18
8996374,16,6
8996378,11,9
8996014,14,13
8996006,12,15
8996005,18,0
8996004,13,6
9096012,1,13
8996382,4,11
8894003,14,2
8996329,9,5
8996287,12,0
8996351,19,20
8894008,23,2
8996291,10,22
8996292,11,22
8895002,6,20
8895012,22,3
8996301,19,15
